"","...1","LC","T_MAPCODE","n","km2","mapwaps"
"3430",11083,3,"SVl8",41254,16.5016,99
"3431",11084,4,"SVl8",760327,304.1308,99
"3432",11085,5,"SVl8",988866,395.5464,99
"3433",11086,6,"SVl8",2407,0.9628,99
"3434",11087,7,"SVl8",638426,255.3704,99
"3435",11089,1,"SVl9",1518978,607.5912,99
"3436",11090,2,"SVl9",717343,286.9372,99
"3437",11091,3,"SVl9",5065,2.026,99
"3438",11092,4,"SVl9",376542,150.6168,99
"3439",11093,5,"SVl9",330977,132.3908,99
"3440",11094,6,"SVl9",3517,1.4068,99
"3441",11095,7,"SVl9",819598,327.8392,99
"3442",11097,1,"SVmp1",19040123,7616.0492,99
"3443",11098,2,"SVmp1",452187,180.8748,99
"3444",11099,3,"SVmp1",17723,7.0892,99
"3445",11100,4,"SVmp1",102134,40.8536,99
"3446",11101,5,"SVmp1",694845,277.938,99
"3447",11102,6,"SVmp1",28143,11.2572,99
"3448",11103,7,"SVmp1",6830,2.732,99
"3449",11105,1,"SVmp2",5540931,2216.3724,99
"3450",11106,2,"SVmp2",63553,25.4212,99
"3451",11107,3,"SVmp2",4562,1.8248,99
"3452",11108,4,"SVmp2",5448,2.1792,99
"3453",11109,5,"SVmp2",71500,28.6,99
"3454",11110,6,"SVmp2",21506,8.6024,99
"3455",11111,7,"SVmp2",861,0.3444,99
"3456",11113,1,"SVmp3",453894,181.5576,99
"3457",11114,2,"SVmp3",293,0.1172,99
"3458",11115,3,"SVmp3",100,0.04,99
"3459",11118,6,"SVmp3",11,0.0044,99
"3460",11121,1,"SVmp4",6861335,2744.534,99
"3461",11122,2,"SVmp4",8464,3.3856,99
"3462",11123,3,"SVmp4",1450,0.58,99
"3463",11124,4,"SVmp4",335,0.134,99
"3464",11125,5,"SVmp4",1973,0.7892,99
"3465",11126,6,"SVmp4",363,0.1452,99
"3466",11129,1,"SVmp5",11727946,4691.1784,99
"3467",11130,2,"SVmp5",742496,296.9984,99
"3468",11131,3,"SVmp5",12340,4.936,99
"3469",11132,4,"SVmp5",233050,93.22,99
"3470",11133,5,"SVmp5",497798,199.1192,99
"3471",11134,6,"SVmp5",228,0.0912,99
"3472",11135,7,"SVmp5",1570,0.628,99
"3473",11137,1,"SVmp6",6078671,2431.4684,99
"3474",11138,2,"SVmp6",934682,373.8728,99
"3475",11139,3,"SVmp6",16349,6.5396,99
"3476",11140,4,"SVmp6",328898,131.5592,99
"3477",11141,5,"SVmp6",510750,204.3,99
"3478",11142,6,"SVmp6",15403,6.1612,99
"3479",11143,7,"SVmp6",528,0.2112,99
"3480",11145,1,"SVmp7",5069065,2027.626,99
"3481",11146,2,"SVmp7",135460,54.184,99
"3482",11147,3,"SVmp7",10399,4.1596,99
"3483",11148,4,"SVmp7",208935,83.574,99
"3484",11149,5,"SVmp7",71958,28.7832,99
"3485",11150,6,"SVmp7",67542,27.0168,99
"3486",11151,7,"SVmp7",525,0.21,99
"3487",11153,1,"SVmp8",775709,310.2836,99
"3488",11154,2,"SVmp8",293,0.1172,99
"3489",11155,3,"SVmp8",51,0.0204,99
"3490",11156,4,"SVmp8",6,0.0024,99
"3491",11158,6,"SVmp8",36,0.0144,99
"3492",11161,1,"SVs1",4272139,1708.8556,99
"3493",11162,2,"SVs1",836129,334.4516,99
"3494",11163,3,"SVs1",1769,0.7076,99
"3495",11164,4,"SVs1",481069,192.4276,99
"3496",11165,5,"SVs1",374801,149.9204,99
"3497",11166,6,"SVs1",1999,0.7996,99
"3498",11167,7,"SVs1",854,0.3416,99
"3499",11169,1,"SVs2",2729129,1091.6516,99
"3500",11170,2,"SVs2",465660,186.264,99
"3501",11171,3,"SVs2",2916,1.1664,99
"3502",11172,4,"SVs2",200047,80.0188,99
"3503",11173,5,"SVs2",160044,64.0176,99
"3504",11174,6,"SVs2",803,0.3212,99
"3505",11175,7,"SVs2",12692,5.0768,99
"3506",11177,1,"SVs3",2535740,1014.296,99
"3507",11178,2,"SVs3",514806,205.9224,99
"3508",11179,3,"SVs3",8081,3.2324,99
"3509",11180,4,"SVs3",454126,181.6504,99
"3510",11181,5,"SVs3",284674,113.8696,99
"3511",11182,6,"SVs3",1186,0.4744,99
"3512",11183,7,"SVs3",35149,14.0596,99
"3513",11185,1,"SVs4",686021,274.4084,99
"3514",11186,2,"SVs4",157963,63.1852,99
"3515",11187,3,"SVs4",675,0.27,99
"3516",11188,4,"SVs4",353803,141.5212,99
"3517",11189,5,"SVs4",336251,134.5004,99
"3518",11190,6,"SVs4",351,0.1404,99
"3519",11191,7,"SVs4",25262,10.1048,99
"3520",11193,1,"SVs5",625834,250.3336,99
"3521",11194,2,"SVs5",414256,165.7024,99
"3522",11195,3,"SVs5",7780,3.112,99
"3523",11196,4,"SVs5",830862,332.3448,99
"3524",11197,5,"SVs5",1516058,606.4232,99
"3525",11198,6,"SVs5",678,0.2712,99
"3526",11199,7,"SVs5",1136034,454.4136,99
"3527",11201,1,"SVs6",13544728,5417.8912,99
"3528",11202,2,"SVs6",3172825,1269.13,99
"3529",11203,3,"SVs6",141094,56.4376,99
"3530",11204,4,"SVs6",1579940,631.976,99
"3531",11205,5,"SVs6",1236712,494.6848,99
"3532",11206,6,"SVs6",2711,1.0844,99
"3533",11207,7,"SVs6",62154,24.8616,99
"3534",11209,1,"SVs7",11730229,4692.0916,99
"3535",11210,2,"SVs7",2319438,927.7752,99
"3536",11211,3,"SVs7",29489,11.7956,99
"3537",11212,4,"SVs7",2160919,864.3676,99
"3538",11213,5,"SVs7",2484039,993.6156,99
"3539",11214,6,"SVs7",7183,2.8732,99
"3540",11215,7,"SVs7",259931,103.9724,99
"3541",11217,1,"SVs8",2121706,848.6824,99
"3542",11218,2,"SVs8",421589,168.6356,99
"3543",11219,3,"SVs8",4078,1.6312,99
"3544",11220,4,"SVs8",395382,158.1528,99
"3545",11221,5,"SVs8",817434,326.9736,99
"3546",11222,6,"SVs8",3388,1.3552,99
"3547",11223,7,"SVs8",55836,22.3344,99
